frame,timestamp,NOSE_x,NOSE_y,NOSE_z,NOSE_visibility,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_visibility,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_visibility,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_visibility,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_visibility,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_visibility,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_visibility,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_visibility,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_visibility,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_visibility,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_visibility,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_visibility,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_visibility,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_visibility,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_visibility,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_visibility,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_visibility,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_visibility,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_visibility,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_visibility,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_visibility,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_visibility,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_visibility,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_visibility,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_visibility,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_visibility,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_visibility,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_visibility,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_visibility,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_visibility,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_visibility,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_visibility,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_visibility
0,0.0,0.48619624972343445,0.3392251133918762,-0.45895087718963623,0.9999927282333374,0.5002480149269104,0.3264472484588623,-0.4304082989692688,0.9999855756759644,0.5082848072052002,0.3264930546283722,-0.4310086667537689,0.9999853372573853,0.5160859227180481,0.32681453227996826,-0.4309942126274109,0.9999905824661255,0.4737555980682373,0.32820847630500793,-0.41258037090301514,0.9999880790710449,0.46640074253082275,0.3286752700805664,-0.41310638189315796,0.9999884366989136,0.4589318037033081,0.32963109016418457,-0.4133725166320801,0.9999895095825195,0.5306470394134521,0.33365657925605774,-0.26115480065345764,0.9999957084655762,0.4516753852367401,0.3354330062866211,-0.17617987096309662,0.9999769926071167,0.5038135647773743,0.3526456356048584,-0.3892282247543335,0.9999905824661255,0.4740954041481018,0.3534312844276428,-0.3687780201435089,0.9999877214431763,0.5957574844360352,0.39839082956314087,-0.1648295521736145,0.9999911785125732,0.4291977286338806,0.4152398109436035,0.0355059839785099,0.9999754428863525,0.7313019037246704,0.4482057988643646,-0.017205966636538506,0.7924613356590271,0.3054546117782593,0.43044763803482056,0.07638851553201675,0.8795263171195984,0.6717249155044556,0.5162660479545593,0.10505538433790207,0.6102497577667236,0.34127920866012573,0.3609757721424103,0.01271476037800312,0.9744117856025696,0.6430826783180237,0.5266696214675903,0.10391395539045334,0.6670290231704712,0.36555755138397217,0.3544856309890747,-0.01789676770567894,0.9718040823936462,0.6326051950454712,0.5237513184547424,0.08972704410552979,0.6798087358474731,0.37574154138565063,0.3550652861595154,0.0017265337519347668,0.9678482413291931,0.6385618448257446,0.5220974683761597,0.10808685421943665,0.6252821683883667,0.3732210397720337,0.3587340712547302,0.0157666876912117,0.9621555209159851,0.6028316020965576,0.5855963826179504,-0.08028170466423035,0.9999878406524658,0.4954812228679657,0.5917856693267822,0.07990880310535431,0.9999924898147583,0.6365081667900085,0.7104333639144897,-0.1824006885290146,0.8014549612998962,0.5256237983703613,0.7159854769706726,0.12366743385791779,0.7969138026237488,0.6772724390029907,0.7544074058532715,0.5005131363868713,0.5993667840957642,0.6003594398498535,0.8113715052604675,0.39985859394073486,0.95612633228302,0.6796630620956421,0.7525307536125183,0.5674728751182556,0.48012250661849976,0.6253941059112549,0.8240413665771484,0.4222510755062103,0.8414634466171265,0.6858671307563782,0.805579662322998,0.49074587225914,0.697159469127655,0.5957375168800354,0.861930251121521,0.2597579061985016,0.9403945207595825
1,0.03333333333333333,0.48408424854278564,0.3392249047756195,-0.32550424337387085,0.999993085861206,0.49796053767204285,0.3265630602836609,-0.30864089727401733,0.9999862909317017,0.5067470669746399,0.3266206383705139,-0.30921104550361633,0.9999861121177673,0.5153957605361938,0.3269292414188385,-0.3092047870159149,0.9999911189079285,0.4728892147541046,0.32824942469596863,-0.28205302357673645,0.9999884963035583,0.4653342664241791,0.32884153723716736,-0.2825644910335541,0.9999887347221375,0.45811381936073303,0.32975560426712036,-0.2827152609825134,0.9999897480010986,0.5278504490852356,0.33367955684661865,-0.20140711963176727,0.9999958872795105,0.4516558051109314,0.33614838123321533,-0.07486939430236816,0.999977171421051,0.5025419592857361,0.3524243235588074,-0.2793540358543396,0.9999907612800598,0.4737629294395447,0.35316699743270874,-0.2471722960472107,0.9999875426292419,0.5949531197547913,0.39772501587867737,-0.1764235943555832,0.9999915957450867,0.43306541442871094,0.41525906324386597,0.12856346368789673,0.9999737739562988,0.7318071126937866,0.44566917419433594,-0.14028359949588776,0.8066216111183167,0.3184443712234497,0.4306108057498932,0.2012428492307663,0.877049446105957,0.6827517747879028,0.5165718197822571,-0.12646368145942688,0.6415148377418518,0.3420819938182831,0.3614712953567505,0.18955694139003754,0.974347710609436,0.6617547273635864,0.5272942185401917,-0.14455300569534302,0.6927027702331543,0.3658325970172882,0.35298946499824524,0.18002651631832123,0.9715166687965393,0.6510136723518372,0.5247262716293335,-0.14846469461917877,0.7043381929397583,0.37684863805770874,0.3528156876564026,0.18631307780742645,0.9677230715751648,0.6519416570663452,0.5227810144424438,-0.12157371640205383,0.6526002883911133,0.3737753629684448,0.3578040301799774,0.18759828805923462,0.9621080756187439,0.6023580431938171,0.5855433344841003,-0.11358663439750671,0.9999868869781494,0.49756720662117004,0.5917514562606812,0.11308905482292175,0.9999914765357971,0.6054396629333496,0.7089666724205017,-0.22789961099624634,0.7954121828079224,0.524854838848114,0.717391848564148,0.161304771900177,0.7772029638290405,0.6797917485237122,0.7360629439353943,0.30767515301704407,0.5737709403038025,0.6010074019432068,0.8117267489433289,0.35823267698287964,0.9395607113838196,0.6897961497306824,0.7240418195724487,0.3632044792175293,0.4624842703342438,0.6275266408920288,0.8244568109512329,0.3743593990802765,0.8237157464027405,0.6967735886573792,0.7963570356369019,0.37301817536354065,0.6785470247268677,0.5975147485733032,0.864632248878479,0.29486513137817383,0.9280767440795898
2,0.06666666666666667,0.48175331950187683,0.33504727482795715,-0.37735846638679504,0.9999936819076538,0.4955298602581024,0.32134005427360535,-0.3786669969558716,0.9999874830245972,0.5046348571777344,0.3207942843437195,-0.379190057516098,0.9999873638153076,0.5140639543533325,0.32088273763656616,-0.37920239567756653,0.9999918937683105,0.4716445207595825,0.323282927274704,-0.3234859108924866,0.9999894499778748,0.46362754702568054,0.3241279125213623,-0.3238159120082855,0.9999895691871643,0.4563884437084198,0.3251000940799713,-0.32358264923095703,0.9999904632568359,0.5260611176490784,0.3270626664161682,-0.2797081768512726,0.9999962449073792,0.4508269727230072,0.33180028200149536,-0.09512457251548767,0.9999784827232361,0.501054584980011,0.34829413890838623,-0.3474920392036438,0.9999914765357971,0.47301721572875977,0.34877875447273254,-0.27941516041755676,0.9999881982803345,0.5876242518424988,0.3905833065509796,-0.2753632366657257,0.9999920725822449,0.44016727805137634,0.4100748598575592,0.13241352140903473,0.9999680519104004,0.7299125790596008,0.4311749339103699,-0.27253490686416626,0.8240143656730652,0.34961527585983276,0.4278968870639801,0.35082006454467773,0.8748701810836792,0.7029742002487183,0.5114948153495789,-0.29467418789863586,0.6749808192253113,0.3375075161457062,0.3612755239009857,0.4560282528400421,0.9733842611312866,0.6874070167541504,0.5273177027702332,-0.32335689663887024,0.7194371223449707,0.3540341556072235,0.3459244966506958,0.471102774143219,0.9694840908050537,0.6751669049263,0.5252825021743774,-0.3302995562553406,0.7298889756202698,0.36270713806152344,0.34422799944877625,0.4550539255142212,0.965957522392273,0.6735561490058899,0.5227728486061096,-0.2917994260787964,0.681198239326477,0.3620735704898834,0.3510558307170868,0.4480162262916565,0.9597046971321106,0.603478729724884,0.5772913098335266,-0.1537952572107315,0.999981701374054,0.5148954391479492,0.584732174873352,0.1533360332250595,0.9999857544898987,0.5408780574798584,0.6880494356155396,-0.35772645473480225,0.7973083257675171,0.527542769908905,0.7164319753646851,0.19836999475955963,0.7545247673988342,0.679908037185669,0.7143257260322571,0.08857854455709457,0.555720329284668,0.6027636528015137,0.8128660321235657,0.4161582589149475,0.9160846471786499,0.699626624584198,0.7061256766319275,0.1358281522989273,0.45280587673187256,0.6306367516517639,0.8248815536499023,0.43582281470298767,0.802436888217926,0.6963055729866028,0.7791349291801453,0.13971568644046783,0.6683739423751831,0.5945103764533997,0.8659120798110962,0.4036538898944855,0.9103057384490967
3,0.1,0.4800749123096466,0.3235841393470764,-0.44975563883781433,0.9999942779541016,0.49330732226371765,0.31105080246925354,-0.4323696494102478,0.9999886751174927,0.5022726655006409,0.31069323420524597,-0.43295761942863464,0.9999885559082031,0.5122531056404114,0.3105488419532776,-0.43294769525527954,0.9999926686286926,0.4696686565876007,0.31260791420936584,-0.3910835385322571,0.9999904036521912,0.46078550815582275,0.3136722445487976,-0.39146968722343445,0.9999904036521912,0.4539565145969391,0.31462129950523376,-0.39139166474342346,0.9999911785125732,0.5228855013847351,0.31570953130722046,-0.28722426295280457,0.9999966025352478,0.4490920901298523,0.32076117396354675,-0.11700460314750671,0.9999798536300659,0.49934256076812744,0.3363829255104065,-0.3915262520313263,0.9999921917915344,0.4719336926937103,0.3375706076622009,-0.3396613299846649,0.9999889135360718,0.5810716152191162,0.3736538290977478,-0.2809998095035553,0.9999926686286926,0.44375091791152954,0.3955003619194031,0.17407183349132538,0.9999572038650513,0.7251980304718018,0.41393452882766724,-0.3238818347454071,0.8406928181648254,0.37807899713516235,0.41638144850730896,0.4604952037334442,0.8342169523239136,0.715847373008728,0.4957064092159271,-0.4400569498538971,0.706905722618103,0.319820374250412,0.363523006439209,0.5803727507591248,0.9669471383094788,0.7024903893470764,0.5190269947052002,-0.488338440656662,0.7464379072189331,0.30842337012290955,0.3468318581581116,0.5997374057769775,0.9639860391616821,0.6864800453186035,0.5177374482154846,-0.4994257688522339,0.7558612823486328,0.31282874941825867,0.3446696698665619,0.5569010376930237,0.9612442851066589,0.6847056150436401,0.5119801759719849,-0.441958487033844,0.7112922072410583,0.32009589672088623,0.3513379991054535,0.560821533203125,0.9545198678970337,0.6036766767501831,0.5585008859634399,-0.1602955311536789,0.9999755024909973,0.5213508009910583,0.5657662749290466,0.15980683267116547,0.9999760985374451,0.5302116274833679,0.670956015586853,-0.31629833579063416,0.7941101789474487,0.5337232947349548,0.7036327719688416,0.17704831063747406,0.7341044545173645,0.6798905730247498,0.6986427903175354,0.15614943206310272,0.5384460091590881,0.6038376092910767,0.8120869398117065,0.4130921959877014,0.896355390548706,0.7041487097740173,0.6885496377944946,0.20496048033237457,0.441506952047348,0.6319469213485718,0.8223453760147095,0.434049516916275,0.7835652828216553,0.690380871295929,0.7654927372932434,0.20511272549629211,0.6594148278236389,0.5941070318222046,0.8657727241516113,0.39103859663009644,0.8945565223693848
4,0.13333333333333333,0.47730356454849243,0.3104444444179535,-0.49146217107772827,0.9999948143959045,0.4902139902114868,0.29754582047462463,-0.4732995629310608,0.9999898076057434,0.49914437532424927,0.2971433401107788,-0.4738597869873047,0.9999896883964539,0.5098138451576233,0.2968061864376068,-0.4738292694091797,0.9999933838844299,0.46630579233169556,0.2992953956127167,-0.43642112612724304,0.9999912977218628,0.45717862248420715,0.3002890646457672,-0.4368695914745331,0.9999912977218628,0.4508579671382904,0.3010620176792145,-0.4368893802165985,0.9999920129776001,0.5204581618309021,0.3010164201259613,-0.32449448108673096,0.9999969005584717,0.4470258355140686,0.30668380856513977,-0.1478646993637085,0.9999816417694092,0.496793270111084,0.32261696457862854,-0.42892810702323914,0.9999929070472717,0.4697180390357971,0.32454806566238403,-0.383700430393219,0.9999898672103882,0.578533947467804,0.3582540452480316,-0.33040937781333923,0.9999932646751404,0.4477311074733734,0.38036999106407166,0.1796198934316635,0.9999560117721558,0.720055878162384,0.3976885676383972,-0.3996361494064331,0.8560267686843872,0.3891187012195587,0.4013798236846924,0.5221303105354309,0.7903121709823608,0.7202967405319214,0.47828635573387146,-0.5204019546508789,0.7357774972915649,0.2945834696292877,0.37286847829818726,0.695546567440033,0.9637371897697449,0.7039782404899597,0.5019371509552002,-0.5684815049171448,0.7709807753562927,0.2725246548652649,0.35572993755340576,0.7307980060577393,0.9612227082252502,0.6881881356239319,0.4998313784599304,-0.5799928307533264,0.7794849276542664,0.269652396440506,0.35337916016578674,0.6702799201011658,0.9591913819313049,0.688214123249054,0.4942033886909485,-0.5226476192474365,0.7388029098510742,0.27733051776885986,0.36156371235847473,0.6702699661254883,0.9521204829216003,0.6021408438682556,0.5439955592155457,-0.1674458235502243,0.999971330165863,0.5277681350708008,0.5516301393508911,0.16691501438617706,0.9999706149101257,0.5101057291030884,0.6582581996917725,-0.29374203085899353,0.7986724376678467,0.5359610319137573,0.6883519887924194,0.1260061115026474,0.7307826280593872,0.6745174527168274,0.6856635808944702,0.16905838251113892,0.5372632741928101,0.6074446439743042,0.8107245564460754,0.28807532787323,0.890833854675293,0.7026404142379761,0.6739555597305298,0.21638204157352448,0.4474082887172699,0.6359083652496338,0.8212215304374695,0.3021763861179352,0.7821311354637146,0.6678366661071777,0.7519881129264832,0.23448282480239868,0.6657949686050415,0.5870193243026733,0.8648353815078735,0.2725678086280823,0.8924823999404907
5,0.16666666666666666,0.4739302396774292,0.2986997961997986,-0.5012447834014893,0.9999953508377075,0.4867798686027527,0.2846296429634094,-0.4824313819408417,0.9999908208847046,0.4966115653514862,0.2838677763938904,-0.4829716980457306,0.999990701675415,0.5071942210197449,0.28349021077156067,-0.4829413890838623,0.9999940395355225,0.4621160626411438,0.28727686405181885,-0.4446186423301697,0.9999921321868896,0.45393991470336914,0.2881983816623688,-0.4450717866420746,0.9999921321868896,0.448259174823761,0.2888442575931549,-0.44510990381240845,0.9999927878379822,0.5189692974090576,0.2872760593891144,-0.33575624227523804,0.9999971985816956,0.44574397802352905,0.2937959134578705,-0.1508055478334427,0.9999834299087524,0.4949969947338104,0.3102993965148926,-0.43967771530151367,0.999993622303009,0.4666907489299774,0.3126714825630188,-0.39324697852134705,0.9999908208847046,0.5731295943260193,0.3456283211708069,-0.35321539640426636,0.9999938607215881,0.4537276327610016,0.3646182417869568,0.197050079703331,0.9999584555625916,0.7135491967201233,0.3841167092323303,-0.4802357256412506,0.8701202273368835,0.3980695903301239,0.39486709237098694,0.5529313683509827,0.7612661123275757,0.7171272039413452,0.4536561965942383,-0.6637881994247437,0.7620086073875427,0.28703758120536804,0.3915512263774872,0.7160491943359375,0.9651467204093933,0.706547737121582,0.475649893283844,-0.7224395871162415,0.7935175895690918,0.25600138306617737,0.3805919289588928,0.7551907896995544,0.962580680847168,0.6873303651809692,0.47297781705856323,-0.7339357137680054,0.8011956810951233,0.25308194756507874,0.3789755702018738,0.6839383244514465,0.9609728455543518,0.684967577457428,0.46823936700820923,-0.6681206226348877,0.7643052935600281,0.26490139961242676,0.38589179515838623,0.6871483325958252,0.9539679884910583,0.5933948755264282,0.5293217897415161,-0.18458347022533417,0.9999619722366333,0.5383735299110413,0.5377441048622131,0.18396006524562836,0.9999618530273438,0.49396446347236633,0.6483088731765747,-0.27543357014656067,0.7924636602401733,0.5402138233184814,0.6699239611625671,0.12909020483493805,0.7013369798660278,0.6732379198074341,0.6698994636535645,0.07419943064451218,0.521310567855835,0.6152145862579346,0.800373911857605,0.20565257966518402,0.8670234084129333,0.7024742960929871,0.6650727391242981,0.10671667754650116,0.45219260454177856,0.6442427039146423,0.8165494799613953,0.20683646202087402,0.7753782868385315,0.6689470410346985,0.7345176339149475,0.1365809291601181,0.6593638062477112,0.5684472322463989,0.8567420244216919,0.17975029349327087,0.8784364461898804
6,0.2,0.4700634479522705,0.2878899872303009,-0.4849904477596283,0.9999958276748657,0.4833557605743408,0.2739384174346924,-0.46504926681518555,0.9999917149543762,0.4939131438732147,0.2733740210533142,-0.4653109312057495,0.9999915957450867,0.5042668581008911,0.2732968032360077,-0.46523916721343994,0.9999946355819702,0.4578430652618408,0.2764309048652649,-0.4160437285900116,0.9999929070472717,0.4506225287914276,0.27725207805633545,-0.41649213433265686,0.9999929070472717,0.4442634582519531,0.27797389030456543,-0.41646718978881836,0.9999935030937195,0.5177745223045349,0.2780008912086487,-0.2994556427001953,0.9999974370002747,0.44270214438438416,0.2834429442882538,-0.10553297400474548,0.9999850392341614,0.4928290545940399,0.29979586601257324,-0.4179910123348236,0.9999942183494568,0.4625803530216217,0.3019914925098419,-0.3615216910839081,0.9999916553497314,0.5629629492759705,0.3342519700527191,-0.31813177466392517,0.9999942779541016,0.4601525664329529,0.35002055764198303,0.25461575388908386,0.9999608397483826,0.69638991355896,0.37445804476737976,-0.5393463373184204,0.8825457096099854,0.420534610748291,0.39203163981437683,0.5914562940597534,0.7247223854064941,0.7155849933624268,0.4313831329345703,-0.810947835445404,0.7852250933647156,0.29693400859832764,0.41094017028808594,0.7292996048927307,0.9659985303878784,0.7027601599693298,0.44584932923316956,-0.88215172290802,0.8132412433624268,0.2697620987892151,0.409043550491333,0.7658441066741943,0.9634025692939758,0.6869902610778809,0.4428367614746094,-0.8911780714988708,0.8202375769615173,0.2677573561668396,0.40853530168533325,0.6942619681358337,0.962191641330719,0.6859270930290222,0.44031786918640137,-0.8177681565284729,0.7865175008773804,0.28024932742118835,0.41167259216308594,0.6999735832214355,0.9551628828048706,0.5796225070953369,0.522244393825531,-0.20375704765319824,0.9999523162841797,0.5569725632667542,0.5245122313499451,0.2031923085451126,0.999955415725708,0.4471697211265564,0.6418746113777161,-0.27247852087020874,0.7971506118774414,0.5539999008178711,0.6581469774246216,0.13056118786334991,0.6771757006645203,0.6531680822372437,0.6868468523025513,0.010874041356146336,0.5335472822189331,0.6239435076713562,0.789393961429596,0.11283916980028152,0.8499854207038879,0.6914300918579102,0.6855975985527039,0.03459783270955086,0.47924569249153137,0.6641514301300049,0.8016712069511414,0.10406302660703659,0.7741572856903076,0.6412004232406616,0.7511959075927734,0.03767576068639755,0.673392653465271,0.5724841356277466,0.8492310643196106,0.051102522760629654,0.8701043725013733
7,0.23333333333333334,0.46377721428871155,0.28226807713508606,-0.47953182458877563,0.9999962449073792,0.4789736866950989,0.2697785496711731,-0.45726853609085083,0.9999925494194031,0.49120691418647766,0.2693057358264923,-0.4576663672924042,0.9999924302101135,0.5010940432548523,0.26921483874320984,-0.4576197862625122,0.9999951720237732,0.45274651050567627,0.2719205915927887,-0.412164568901062,0.999993622303009,0.4464055299758911,0.27223172783851624,-0.41257524490356445,0.999993622303009,0.43940335512161255,0.27256888151168823,-0.41249948740005493,0.999994158744812,0.5152638554573059,0.2731935679912567,-0.2964128851890564,0.9999976754188538,0.44026458263397217,0.27650731801986694,-0.09700998663902283,0.9999865293502808,0.48676109313964844,0.2943271994590759,-0.4127419888973236,0.9999947547912598,0.45703577995300293,0.29486963152885437,-0.3562828600406647,0.9999924898147583,0.5475579500198364,0.32713407278060913,-0.3542790412902832,0.9999947547912598,0.46581175923347473,0.33644387125968933,0.26760953664779663,0.9999638795852661,0.6649214029312134,0.36496612429618835,-0.695114016532898,0.8941320180892944,0.43695059418678284,0.3886619210243225,0.6618027091026306,0.6934062242507935,0.7041707634925842,0.4029899537563324,-1.0628517866134644,0.8066024780273438,0.33429980278015137,0.42547211050987244,0.8987640142440796,0.9659925699234009,0.6989374756813049,0.418562650680542,-1.1473243236541748,0.8317701816558838,0.28730353713035583,0.4299097955226898,0.9557827711105347,0.9632666707038879,0.6834194660186768,0.4154748320579529,-1.160099983215332,0.8380910754203796,0.27287060022354126,0.4306572377681732,0.8913297057151794,0.962515652179718,0.682310938835144,0.4143711030483246,-1.0744919776916504,0.8076444864273071,0.2979969084262848,0.43177467584609985,0.876761794090271,0.9553384184837341,0.5756694078445435,0.5156650543212891,-0.23043736815452576,0.9999451041221619,0.5589195489883423,0.5162316560745239,0.2299150824546814,0.9999498128890991,0.44056352972984314,0.6358996033668518,-0.320292592048645,0.8110502362251282,0.553806483745575,0.6483375430107117,0.13014483451843262,0.6551893949508667,0.6333718299865723,0.6960009336471558,-0.170451819896698,0.565880537033081,0.645311176776886,0.7778493762016296,0.12652269005775452,0.835790753364563,0.6780664920806885,0.692620038986206,-0.15842725336551666,0.5202496647834778,0.6907039284706116,0.7852333784103394,0.12055569887161255,0.7803655862808228,0.592709481716156,0.7577839493751526,-0.18827316164970398,0.6999475359916687,0.5742419362068176,0.8298331499099731,0.07248490303754807,0.8683986067771912
8,0.26666666666666666,0.456696093082428,0.2816619277000427,-0.5189360976219177,0.9999966025352478,0.47368210554122925,0.2696007788181305,-0.4994804859161377,0.9999933242797852,0.4852466881275177,0.269451379776001,-0.49986696243286133,0.9999932050704956,0.49515190720558167,0.2695069909095764,-0.4997671842575073,0.9999956488609314,0.4482022523880005,0.2708180248737335,-0.45592308044433594,0.9999942779541016,0.4407098889350891,0.2712525427341461,-0.4563332498073578,0.9999942779541016,0.4336366057395935,0.27151864767074585,-0.45636123418807983,0.9999947547912598,0.5127204656600952,0.27327343821525574,-0.33191004395484924,0.9999979138374329,0.4359809458255768,0.2761130928993225,-0.11805557459592819,0.9999879002571106,0.4787208139896393,0.2934432625770569,-0.45061299204826355,0.9999952912330627,0.4508037865161896,0.294019877910614,-0.39671409130096436,0.9999932050704956,0.5455055832862854,0.32664838433265686,-0.3888542652130127,0.9999950528144836,0.4648106098175049,0.3341289758682251,0.223734050989151,0.9999668598175049,0.6481139063835144,0.3644193112850189,-0.8387280106544495,0.9045634865760803,0.44680723547935486,0.3915631175041199,0.644767701625824,0.6562207937240601,0.6855525374412537,0.3958433270454407,-1.3217763900756836,0.8258758783340454,0.37504032254219055,0.43531695008277893,0.9713594913482666,0.9651941657066345,0.6962220072746277,0.40294408798217773,-1.4160996675491333,0.8485151529312134,0.3420233428478241,0.4441401958465576,1.0412042140960693,0.9625071883201599,0.6825496554374695,0.39431944489479065,-1.4389346837997437,0.8542222380638123,0.3327091932296753,0.443810373544693,0.9869067072868347,0.9621475338935852,0.6746618151664734,0.3947272002696991,-1.3413186073303223,0.8267683982849121,0.35100531578063965,0.44253915548324585,0.9577192664146423,0.9546313285827637,0.5675920248031616,0.5135504603385925,-0.2286059558391571,0.9999408721923828,0.5614937543869019,0.5140583515167236,0.22818364202976227,0.9999483823776245,0.4391022026538849,0.6334644556045532,-0.2975640296936035,0.8259834051132202,0.5534714460372925,0.6456096172332764,0.1255279779434204,0.6507669687271118,0.635838508605957,0.7051135897636414,-0.16976431012153625,0.6026875972747803,0.6537072658538818,0.7669792175292969,0.10405299812555313,0.8363940119743347,0.6692943572998047,0.6982477903366089,-0.16397595405578613,0.5621102452278137,0.6974932551383972,0.7773557305335999,0.09566618502140045,0.7939927577972412,0.569386899471283,0.769384503364563,-0.215560644865036,0.7273208498954773,0.5745347738265991,0.8193204998970032,0.03581530973315239,0.8745855689048767
9,0.3,0.4542398750782013,0.2827015519142151,-0.5084094405174255,0.9999969601631165,0.4707035422325134,0.2707659602165222,-0.4921342730522156,0.9999939799308777,0.4809555411338806,0.27039390802383423,-0.4925084114074707,0.9999938607215881,0.49080026149749756,0.2701731324195862,-0.49235284328460693,0.9999960660934448,0.4452972114086151,0.27222302556037903,-0.45528048276901245,0.9999948740005493,0.4367825388908386,0.2729317247867584,-0.4557417929172516,0.9999948740005493,0.4301610291004181,0.2733762264251709,-0.4557962119579315,0.9999952912330627,0.5100242495536804,0.2741003930568695,-0.3440250754356384,0.999998152256012,0.43202629685401917,0.2785246968269348,-0.1719312220811844,0.9999890923500061,0.4764137268066406,0.2943463921546936,-0.445215106010437,0.999995768070221,0.44781264662742615,0.2951755225658417,-0.4002716541290283,0.9999938607215881,0.5370820760726929,0.32565754652023315,-0.387246310710907,0.9999952912330627,0.4671579599380493,0.3389374315738678,0.14318214356899261,0.9999680519104004,0.615035891532898,0.36194533109664917,-0.8302671909332275,0.913926899433136,0.474681556224823,0.3953407406806946,0.5300977230072021,0.6062435507774353,0.6717901825904846,0.3882841169834137,-1.3025926351547241,0.8432283401489258,0.4212411642074585,0.4478820264339447,0.828773558139801,0.9577159285545349,0.6916108131408691,0.3900212347507477,-1.3929193019866943,0.8635956645011902,0.39680060744285583,0.4592340588569641,0.8897759914398193,0.9560908079147339,0.6810447573661804,0.3792569935321808,-1.4119105339050293,0.8687465190887451,0.3894963562488556,0.45784085988998413,0.8379432559013367,0.9564672112464905,0.669974148273468,0.3807860016822815,-1.320483922958374,0.843998908996582,0.40213754773139954,0.4550864100456238,0.8152066469192505,0.9479032158851624,0.561117947101593,0.5159725546836853,-0.20677807927131653,0.9999321699142456,0.563868522644043,0.5144234895706177,0.20637276768684387,0.9999375939369202,0.4538457989692688,0.6322814226150513,-0.12448903173208237,0.8388607501983643,0.5775371193885803,0.6458467245101929,0.10216348618268967,0.6365877389907837,0.5786203145980835,0.735016942024231,-0.1331900805234909,0.6410794258117676,0.6716463565826416,0.7710636854171753,0.03403118625283241,0.8361971974372864,0.6219010949134827,0.7510517239570618,-0.14342354238033295,0.6042822599411011,0.7096607685089111,0.7834253907203674,0.02053525112569332,0.8061403632164001,0.48993945121765137,0.7903386950492859,-0.25697773694992065,0.7539319396018982,0.5990495085716248,0.8239080309867859,-0.06207357347011566,0.8807582259178162
